worker_id,external_id,judgments_count,missed_count,golds_count,missed_test_percentage,agreement,forgiven_count,feedback_count,frontload_count,frontload_missed,channel,country,region,city,last_ip,flagged_at,rejected_at,approved_at,bonus,flag_reason,trust_overall,submission_rate,level_1_contributors
10858560,6249,13,0,5,0,,0,0,0,0,dollarsignup,USA,IL,Chicago,65.60.20.66,2/11/14 11:14,,,0,"Entered ""Rose"" for each task and ""The flower seems as rose"" for each comment.",1,156,1
10873558,4436814,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
11001032,4078B3A224EFD17824750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11004440,8A20DDFD5A8CEC9D0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11005090,986FF285366A64550FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11005696,17E9745EC0CD1C97BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11006419,5716E46F2E06B20E93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11006815,9157B4609ABCB1B12BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11012687,F53EB6AC600BED282BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11016863,D0B20C4AC0190D980FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11017911,657861035B72FC4793CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11018135,2402CBF6CF0F5AA2044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11023879,8C8E10E2AAEC17422BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11025210,401297AC8B98C97193CA06397A287A80,85,4,23,0.173913043,,0,0,0,0,neodev,DEU,2,Ingolstadt,77.191.63.220,2/12/14 13:39,,,0,"Entered for each task ""rose"" or ""lyli"" and ""i fir am internet"" in all comments",0.8261,12,1
11025568,20C103D6342791D9BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11025981,B4763409F17E336A0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11026022,495638F083191178DD6A67EA287D2489,5,2,4,0.5,,0,0,0,0,neodev,KWT,,,80.184.34.162,,,,0,,0.5,300,1
11026964,3FDEA73A8B3D6B9559F2CAAFA4DBDBA2,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11031623,17869C6FC29136DE93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11037449,65E3E053A635506DDD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11047450,9D9DA0516E14ABAD2BFA95FAD8D0CB36,5,4,4,1,,0,0,0,0,neodev,PHL,,,103.14.60.134,,,,0,,0,0,1
11049264,06921B83974ACA77BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11051008,CA9C38ECB24DFCC90FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11067768,67D71723263A5E9293CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11124532,F66E953531BC2CAC93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11126225,E3A24D70084764C70DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11128885,77CF1E7580079CB72BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11132028,893786512113146D24750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11141145,4456304,5,1,4,0.25,,0,0,0,0,clixsense,USA,CT,Watertown,24.191.236.194,,,,0,,0.75,0,1
11179944,4953,10,2,5,0.4,,0,0,0,0,dollarsignup,ITA,12,Torino,151.32.91.183,,,,0,,0.6,300,1
11182466,30990E616A85EF8C044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11182696,314AAB64DC3F7B7ABD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11212959,F77DDBC67C649D2A93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11237079,4465337,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
11303017,dannyzhang998,0,0,0,#DIV/0!,,0,0,0,0,zoombucks,,,,,,,,0,,1,0,1
11335509,54820F04BDD409650DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11336340,B82B5301BC401D9B0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11337175,84BCFD1AB9B2D9F62BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11338264,4479862,5,1,4,0.25,,0,0,0,0,clixsense,CAN,ON,Concord,74.14.111.22,,,,0,,0.75,300,1
11354459,543939D9399A63A4044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11456816,1F7C32D575842B6FBD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11459280,46241A321FBC682741A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11460706,84F2CC95E36CCA6893CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11470152,FB5200C08D12C799BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11526711,8362058CABBD6B51BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11536652,4B89BBA9748F06F7044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11538832,5945812,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
11571187,44AB9CE0B17C2679DD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11575732,6A045D1ACD78A5440DD4E15F98F7C799,5,2,4,0.5,,0,0,0,0,neodev,IDN,30,Bandung,202.152.202.148,,,,0,,0.5,0,1
11666186,30150,0,0,0,#DIV/0!,,0,0,0,0,stuffpoint,,,,,,,,0,,1,0,1
11724736,5981999,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
11786001,1939,0,0,0,#DIV/0!,,0,0,0,0,paiddailysurveys,,,,,,,,0,,1,0,1
11811296,F0E3359E3DE9AFC841A29D4352C72707,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
11821478,4529963,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
11829648,CF8A211CCDB2DEC424750D543524A854,11,1,7,0.142857143,,0,0,0,0,neodev,IDN,8,Surabaya,114.79.60.53,,,,0,,0.8571,22,1
11923901,4541132,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
11954144,4539375,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
11958024,4544751,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
12071783,4558666,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
12093356,o0ps,5,4,4,1,,0,0,0,0,getpaid,PHL,F2,Quezon City,112.211.213.180,,,,0,,0,300,1
12101046,520465948E659B47BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12123528,36A918AFBB9744792BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12131904,4565030,5,1,4,0.25,,0,0,0,0,clixsense,HKG,0,Central District,14.136.45.160,,,,0,,0.75,0,1
12217955,991FD7936E2D8F2E0DD4E15F98F7C799,5,0,3,0,,0,0,0,0,neodev,MAR,,,196.206.133.165,,,,0,,1,0,1
12289689,8E37FCC226F525CA0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12291277,32440DA87174F24D59F2CAAFA4DBDBA2,10,3,5,0.6,,0,0,0,0,neodev,LTU,57,Kaunas,78.57.148.126,,,,0,,0.4,300,1
12316854,B9CFE37C4415D322BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12317556,0A1E82F6B1BBD43A2BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12435028,D3867983E17B503C24750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12521318,4606929,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
12590960,1845,0,0,0,#DIV/0!,,0,0,0,0,gifthunterclub,,,,,,,,0,,1,0,1
12630208,BA4183B079D77DEA93CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12656479,5118152,5,4,4,1,,0,0,0,0,prodege,CAN,NB,Fredericton,198.164.157.90,,,,0,,0,0,1
12672243,99316AA6121D5CF86964A2442E880D82,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12680049,6148896,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
12752682,8316CE88A47D6C8624750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12845446,0ADA2E60DA51231D24750D543524A854,5,3,4,0.75,,0,0,0,0,neodev,VEN,23,Maracaibo,190.142.202.189,,,,0,,0.25,0,1
12852192,311CC19DC226E74F044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12872718,4617514,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
12874324,4644601,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
12907342,8FAABD6422092B93044935D48A84480F,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
12953539,scrappy,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
13030839,3849060,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
13183969,UrielG,0,0,0,#DIV/0!,,0,0,0,0,getpaid,,,,,,,,0,,1,0,1
13267889,4655621,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
13295135,16C09BC8826E8DFA0FA9E28369487118,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
13379755,4712696,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
13394243,A918DEF90BB94CCF24750D543524A854,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
13418516,EF374E89C1E64BDA0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
13481057,4728970,21,2,9,0.222222222,,0,0,0,0,clixsense,GRC,,,178.59.223.91,,,,0,,0.7778,42,1
13490448,9E2EB684B07441826964A2442E880D82,58,4,17,0.235294118,,0,0,0,0,neodev,HKG,0,Central District,14.136.145.87,,,,0,,0.7647,28,1
13563947,4741659,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
13647548,C6E0F4C6E54B6956BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
13771569,6F6FC9892C28BE6ADD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
13779458,37A1F2B8D94E5BCFBD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
13795372,6430464,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
13864884,NinjaPixie,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
13916695,B568AFE049089777BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
13918523,shabbirbaig,0,0,0,#DIV/0!,,0,0,0,0,getpaid,,,,,,,,0,,1,0,1
13978749,4804436,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
13988011,4802497,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
13991797,CMuse,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
14018931,987D060DF25CFEB2BD9CE4BD64DFB8C1,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
14064606,2586015,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
14088331,4819357,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
14108638,anitkad688,7,3,5,0.6,,0,0,0,0,getpaid,POL,72,Wroclaw,83.5.235.60,,,,0,,0.4,300,1
14263872,6579715,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
14278596,DCCF2F822B6ECCCF41A29D4352C72707,20,0,5,0,,0,0,0,0,neodev,POL,83,Bytom,77.252.66.102,,,,0,,1,300,1
14281946,4844481,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
14286523,47181514F0872F582BFA95FAD8D0CB36,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
14361486,285647BA01C5C9AF0DD4E15F98F7C799,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
14410743,4864203,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
14435452,jcain417,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
14441459,tasot1,0,0,0,#DIV/0!,,0,0,0,0,instagc,,,,,,,,0,,1,0,1
14466721,4872291,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
14473403,4870615,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
14506032,140D625941BDA36ABD9CE4BD64DFB8C1,5,3,4,0.75,,0,0,0,0,neodev,USA,WI,Menomonee Falls,66.232.234.53,,,,0,,0.25,0,1
14531936,17488F320AC498DBDD6A67EA287D2489,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
14549219,4883536,0,0,0,#DIV/0!,,0,0,0,0,clixsense,,,,,,,,0,,1,0,1
14583334,6680406,0,0,0,#DIV/0!,,0,0,0,0,prodege,,,,,,,,0,,1,0,1
14584835,189,0,0,0,#DIV/0!,,0,0,0,0,getpaidto,,,,,,,,0,,1,0,1
14773166,D1C28629615EBC15DD6A67EA287D2489,12,1,6,0.166666667,,0,0,0,0,neodev,HUN,23,SzentkirÌÁlyszabadja,89.135.29.49,,,,0,,0.8333,300,1
14777965,10ACCB5A1198029693CA06397A287A80,0,0,0,#DIV/0!,,0,0,0,0,neodev,,,,,,,,0,,1,0,1
