Image,WorkerID,Country,name1,name2,name3,name1_isflower,name1_corrected,name1_classification,name1_species,name1_genus,name1_family,name1_specific,name2_isflower,name2_corrected,name2_classification,name2_species,name2_genus,name2_family,name2_specific,name3_isflower,name3_corrected,name3_classification,name3_species,name3_genus,name3_family,name3_specific
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-1222,niche1,NLD,anemone,,,TRUE,anemone,3,,http://dbpedia.org/resource/Anemone,http://dbpedia.org/resource/Ranunculaceae,http://dbpedia.org/resource/Anemone,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-320,niche1,NLD,lily,,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-3749,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-4315,niche1,NLD,dianthus,,,TRUE,dianthus,3,,http://dbpedia.org/resource/Dianthus,http://dbpedia.org/resource/Caryophyllaceae,http://dbpedia.org/resource/Dianthus,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1911-4225,niche1,NLD,hollyhock,,,TRUE,alcea,4,,http://dbpedia.org/resource/Alcea,http://dbpedia.org/resource/Malvaceae,http://dbpedia.org/resource/Alcea,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1913-2319,niche1,NLD,violet,,,TRUE,viooltje,4,,http://dbpedia.org/resource/Viola_(plant),http://dbpedia.org/resource/Violaceae,http://dbpedia.org/resource/Viola_(plant),FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1926-629,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1935-1040,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1935-1086,niche1,NLD,anemone,,,TRUE,anemone,3,,http://dbpedia.org/resource/Anemone,http://dbpedia.org/resource/Ranunculaceae,http://dbpedia.org/resource/Anemone,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1935-1194,niche1,NLD,lily,rose,violet,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,TRUE,viooltje,4,,http://dbpedia.org/resource/Viola_(plant),http://dbpedia.org/resource/Violaceae,http://dbpedia.org/resource/Viola_(plant)
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1935-1418,niche1,NLD,lily,,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1936-793,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1937-702,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1937-726,niche1,NLD,aquilegia,,,TRUE,aquilegia,3,,http://dbpedia.org/resource/Aquilegia,http://dbpedia.org/resource/Ranunculaceae,http://dbpedia.org/resource/Aquilegia,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1939-883,niche1,NLD,lily,,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1948-55,niche1,NLD,begonia,,,TRUE,begonia,1,http://dbpedia.org/resource/Begonia_boliviensis,http://dbpedia.org/resource/Begonia_boliviensis,http://dbpedia.org/resource/Begoniaceae,http://dbpedia.org/resource/Begonia_boliviensis,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1948-63,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1961-491,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1964-3539,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1984-220,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1991-597,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-2003-216,niche1,NLD,ornamental grass,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-BI-2741,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-BI-4288,niche1,NLD,poppy,barley,,FALSE,,,,,,,TRUE,barley,2,http://dbpedia.org/resource/Barley,http://dbpedia.org/resource/Hordeum,http://dbpedia.org/resource/Poaceae,http://dbpedia.org/resource/Barley,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-H-H-1161,niche1,NLD,solomon's seal,,,TRUE,polygonatum,4,,http://dbpedia.org/resource/Polygonatum,http://dbpedia.org/resource/Asparagaceae,http://dbpedia.org/resource/Polygonatum,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-16.068,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-22.757,niche1,NLD,lily,,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-23.488,niche1,NLD,tulip,,,TRUE,tulip,4,,http://dbpedia.org/resource/Tulip,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Tulip,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-2323,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-2376,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.151,niche1,NLD,hyacinth,,,TRUE,hyacinth,4,,http://dbpedia.org/resource/Hyacinth_(plant),http://dbpedia.org/resource/Asparagaceae,http://dbpedia.org/resource/Hyacinth_(plant),FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.199,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.573,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-32.106,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-44.737,niche1,NLD,poppy,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-44.747,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-46.231,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-48.099,niche1,NLD,sunflower,,,TRUE,sunflower,2,http://dbpedia.org/resource/Sunflower,http://dbpedia.org/resource/Helianthus,http://dbpedia.org/resource/Asteraceae,http://dbpedia.org/resource/Sunflower,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-48.926,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-48.927,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4920,niche1,NLD,lily,,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4956,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4957,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4967,niche1,NLD,tulip,snake's head,,TRUE,tulip,4,,http://dbpedia.org/resource/Tulip,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Tulip,TRUE,fritillaria meleagris,2,http://dbpedia.org/resource/Fritillaria_meleagris,http://dbpedia.org/resource/Fritillaria_meleagris,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Fritillaria_meleagris,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-50.104,niche1,NLD,iris,,,TRUE,iris,3,, http://dbpedia.org/resource/Iris_(plant), http://dbpedia.org/resource/Iridaceae, http://dbpedia.org/resource/Iris_(plant),FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-50.105,niche1,NLD,lily,,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-5121,niche1,NLD,rose,,,TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-5124,niche1,NLD,lily of the valley,aquilegia,,TRUE,convallaria majalis,2,http://dbpedia.org/resource/Lily_of_the_Valley,http://dbpedia.org/resource/Convallaria,http://dbpedia.org/resource/Asparagaceae,http://dbpedia.org/resource/Lily_of_the_Valley,TRUE,aquilegia,3,,http://dbpedia.org/resource/Aquilegia,http://dbpedia.org/resource/Ranunculaceae,http://dbpedia.org/resource/Aquilegia,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-52.147,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-52.842,niche1,NLD,lily,tulip,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,TRUE,tulip,4,,http://dbpedia.org/resource/Tulip,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Tulip,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-55.724,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-60.028,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-65.126,niche1,NLD,daisy,anemone,,TRUE,bellis,2,http://dbpedia.org/resource/Ammodile,http://dbpedia.org/resource/Ammodile,http://dbpedia.org/resource/Muridae,http://dbpedia.org/resource/Ammodile,TRUE,anemone,3,,http://dbpedia.org/resource/Anemone,http://dbpedia.org/resource/Ranunculaceae,http://dbpedia.org/resource/Anemone,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-65.154,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6587,niche1,NLD,yellow iris,fantasy,,TRUE,iris pseudacorus,2,http://dbpedia.org/resource/Iris_pseudacorus,http://dbpedia.org/resource/Iris_pseudacorus,http://dbpedia.org/resource/Iridaceae,http://dbpedia.org/resource/Iris_pseudacorus,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-67.124,niche1,NLD,dianthus,,,TRUE,dianthus,3,,http://dbpedia.org/resource/Dianthus,http://dbpedia.org/resource/Caryophyllaceae,http://dbpedia.org/resource/Dianthus,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6876,niche1,NLD,dianthus,daffodil,rose,TRUE,dianthus,3,,http://dbpedia.org/resource/Dianthus,http://dbpedia.org/resource/Caryophyllaceae,http://dbpedia.org/resource/Dianthus,TRUE,narcissus,4,,http://dbpedia.org/resource/Narcissus_(plant),http://dbpedia.org/resource/Amaryllidaceae,http://dbpedia.org/resource/Narcissus_(plant),TRUE,rose,4,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6880,niche1,NLD,dianthus,,,TRUE,dianthus,3,,http://dbpedia.org/resource/Dianthus,http://dbpedia.org/resource/Caryophyllaceae,http://dbpedia.org/resource/Dianthus,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6881,niche1,NLD,bluebell,aquilegia,buttercup,TRUE,hyacinthoides non-scripta,4,,http://dbpedia.org/resource/Hyacinthoides_non-scripta,http://dbpedia.org/resource/Asparagaceae,http://dbpedia.org/resource/Hyacinthoides_non-scripta,TRUE,aquilegia,3,,http://dbpedia.org/resource/Aquilegia,http://dbpedia.org/resource/Ranunculaceae,http://dbpedia.org/resource/Aquilegia,TRUE,ranunculus,4,,http://dbpedia.org/resource/Ranunculus,http://dbpedia.org/resource/Ranunculaceae,http://dbpedia.org/resource/Ranunculus
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6882,niche1,NLD,lily,aquilegia,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,TRUE,aquilegia,3,,http://dbpedia.org/resource/Aquilegia,http://dbpedia.org/resource/Ranunculaceae,http://dbpedia.org/resource/Aquilegia,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6884,niche1,NLD,lily,dianthus,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,TRUE,dianthus,3,,http://dbpedia.org/resource/Dianthus,http://dbpedia.org/resource/Caryophyllaceae,http://dbpedia.org/resource/Dianthus,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6885,niche1,NLD,geranium,dianthus,poppy,TRUE,geranium,3,,http://dbpedia.org/resource/Geranium,http://dbpedia.org/resource/Geraniaceae,http://dbpedia.org/resource/Geranium,TRUE,dianthus,3,,http://dbpedia.org/resource/Dianthus,http://dbpedia.org/resource/Caryophyllaceae,http://dbpedia.org/resource/Dianthus,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-6886,niche1,NLD,lily,poppy,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-73.346,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-7457,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-81.404,niche1,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1890-A-15384,niche2,NLD,fantasy,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1903-A-23887,niche2,NLD,fantasy,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1903-A-24091,niche2,NLD,helianthus annuus,,,TRUE,helianthus annuus,1,http://dbpedia.org/resource/Sunflower,http://dbpedia.org/resource/Helianthus,http://dbpedia.org/resource/Asteraceae,http://dbpedia.org/resource/Sunflower,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1906-3091,niche2,NLD,palm branch,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1907-39,niche2,NLD,lilium martagon,,,TRUE,lilium martagon,1,http://dbpedia.org/resource/Lilium_martagon,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium_martagon,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1908-320,niche2,NLD,lilium bulbiferum,,,TRUE,lilium bulbiferum,1,http://dbpedia.org/resource/Lilium_bulbiferum,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium_bulbiferum,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-24.573,niche2,NLD,rosa,,,TRUE,rosa,3,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-48.926,niche2,NLD,centaurea cyanus,helianthus annuus,tulipa,TRUE,centaurea cyanus,1,http://dbpedia.org/resource/Cornflower,http://dbpedia.org/resource/Centaurea,http://dbpedia.org/resource/Asteraceae,http://dbpedia.org/resource/Cornflower,TRUE,helianthus annuus,1,http://dbpedia.org/resource/Sunflower,http://dbpedia.org/resource/Helianthus,http://dbpedia.org/resource/Asteraceae,http://dbpedia.org/resource/Sunflower,TRUE,tulip,3,,http://dbpedia.org/resource/Tulip,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Tulip
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4956,niche2,NLD,fantasy,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-4957,niche2,NLD,lily,,,TRUE,lilium,4,,http://dbpedia.org/resource/Lilium,http://dbpedia.org/resource/Liliaceae,http://dbpedia.org/resource/Lilium,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-55.724,niche2,NLD,rosa,,,TRUE,rosa,3,, http://dbpedia.org/resource/Rose,http://dbpedia.org/resource/Rosaceae, http://dbpedia.org/resource/Rose,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-1913-2319,niche2,NLD,viola x hybrida,,,TRUE,viooltje,3,,http://dbpedia.org/resource/Viola_(plant),http://dbpedia.org/resource/Violaceae,http://dbpedia.org/resource/Viola_(plant),FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-2003-216,niche2,NLD,unable,,,FALSE,,,,,,,FALSE,,,,,,,FALSE,,,,,,
https://www.rijksmuseum.nl/assetimage2.jsp?id=RP-P-OB-23.488,niche2,NLD,citrus sinensis,,,TRUE,orange,1,http://dbpedia.org/resource/Orange_(fruit), http://dbpedia.org/resource/Citrus, http://dbpedia.org/resource/Rutaceae,http://dbpedia.org/resource/Orange_(fruit),FALSE,,,,,,,FALSE,,,,,,
